"duration, x^0, x^1, x^2, ..., x^n, y^0, y^1, y^2, ... y^n, z^0, z^1, z^2, ... z^n, yaw^0, yaw^1, yaw^2, ... yaw^n"
0.066,1.5674882958323487e-16,-0.5,194.90358126721742,-1968.723043103206,2.4389132816830008e-18,-8.185669645922363e-17,9.866968697901232e-16,-4.1428002337648775e-15,-3.655682595853818e-18,0.1,-4.5454545454545405,45.913682277318586,-5.687922850659002e-20,1.909025278564868e-18,-2.3011303736736252e-17,9.661653609479543e-17,10.0,0.2,-9.090909090909081,91.82736455463717,-1.1373872692499788e-19,3.8173748486309106e-18,-4.601440101700634e-17,1.931984781058541e-16,1.5700000000000047,1.2208645678707095e-16,-5.220845512849584e-12,5.272872292018021e-11,2.845902758294818e-13,-4.028192955249144e-12,2.035659433356528e-11,5.525898805453793e-16
